center,left,right,steering,throttle,brake,speed
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_159.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_159.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_159.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_245.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_245.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_245.jpg,0,1,0,30.19031
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_332.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_332.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_332.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_422.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_422.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_422.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_508.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_508.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_508.jpg,0,1,0,30.1903
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_596.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_596.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_596.jpg,0,1,0,30.19032
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_684.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_684.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_684.jpg,0,1,0,30.19027
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_771.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_771.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_771.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_857.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_857.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_857.jpg,0,1,0,30.19032
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_41_945.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_41_945.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_41_945.jpg,0,1,0,30.19032
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_031.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_031.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_031.jpg,0,1,0,30.1903
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_118.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_118.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_118.jpg,0,1,0,30.1903
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_203.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_203.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_203.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_288.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_288.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_288.jpg,0,0.7444202,0,30.14826
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_375.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_375.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_375.jpg,0,0.4862432,0,30.05603
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_459.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_459.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_459.jpg,0,0.2356758,0,29.9912
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_544.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_544.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_544.jpg,-0.2,0,0,29.84436
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_633.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_633.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_633.jpg,0,0,0,29.52924
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_721.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_721.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_721.jpg,0,0,0,29.29102
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_803.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_803.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_803.jpg,0,0,0,29.05525
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_894.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_894.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_894.jpg,0,0,0,28.76343
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_42_983.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_42_983.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_42_983.jpg,0,0,0,28.53213
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_071.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_071.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_071.jpg,0,0,0,28.30269
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_157.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_157.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_157.jpg,0,0,0,28.01852
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_245.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_245.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_245.jpg,-0.15,0,0,27.78437
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_333.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_333.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_333.jpg,-0.2696867,0,0,27.43848
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_421.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_421.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_421.jpg,-0.3329195,0,0,27.18847
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_513.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_513.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_513.jpg,-0.4599444,0,0,26.79579
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_604.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_604.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_604.jpg,-0.3289527,0,0,26.5764
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_695.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_695.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_695.jpg,-0.4516705,0,0,26.25046
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_785.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_785.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_785.jpg,-0.176691,0,0,26.05173
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_880.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_880.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_880.jpg,0,0,0,25.77553
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_43_970.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_43_970.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_43_970.jpg,0,0,0,25.56162
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_066.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_066.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_066.jpg,0.25,0,0,25.25664
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_161.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_161.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_161.jpg,0.3736328,0,0,24.88277
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_253.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_253.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_253.jpg,0.2930698,0,0,24.61988
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_346.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_346.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_346.jpg,0.2120817,0,0,24.40509
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_443.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_443.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_443.jpg,0.265772,0,0,24.15884
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_538.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_538.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_538.jpg,0.02709115,0,0,23.91228
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_631.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_631.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_631.jpg,0,0,0,23.71484
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_722.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_722.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_722.jpg,0,0,0,23.47632
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_822.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_822.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_822.jpg,0,0,0,23.2411
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_44_914.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_44_914.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_44_914.jpg,0,0.2749142,0,23.22373
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_006.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_006.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_006.jpg,0,0,0,23.17175
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_100.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_100.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_100.jpg,0,0,0,22.92149
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_193.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_193.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_193.jpg,-0.25,0,0,22.66844
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_284.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_284.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_284.jpg,-0.3690146,0,0,22.40145
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_377.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_377.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_377.jpg,-0.2790731,0,0,22.1682
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_471.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_471.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_471.jpg,-0.4790731,0,0,21.92975
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_564.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_564.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_564.jpg,-0.2688023,0,0,21.68083
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_657.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_657.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_657.jpg,-0.3256875,0,0,21.4689
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_751.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_751.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_751.jpg,-0.07744377,0,0,21.30255
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_844.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_844.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_844.jpg,0,0,0,21.07248
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_45_941.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_45_941.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_45_941.jpg,-0.25,0,0,20.8459
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_038.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_038.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_038.jpg,-0.00474113,0,0,20.62659
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_130.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_130.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_130.jpg,0,0,0,20.45839
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_197.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_197.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_197.jpg,-0.2,0,0,20.28149
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_296.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_296.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_296.jpg,-0.2976803,0,0,20.03075
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_392.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_392.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_392.jpg,-0.4086846,0,0,19.76246
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_459.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_459.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_459.jpg,-0.4101511,0,0,19.68945
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_527.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_527.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_527.jpg,-0.2062858,0,0,19.39612
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_624.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_624.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_624.jpg,-0.4562859,0,0,19.4275
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_724.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_724.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_724.jpg,-0.4010608,0,0,18.86859
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_793.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_793.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_793.jpg,-0.6010608,0,0,18.63585
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_859.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_859.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_859.jpg,-0.4042683,0,0,18.93704
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_46_928.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_46_928.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_46_928.jpg,-0.1969917,0,0,18.39602
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_029.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_029.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_029.jpg,0,0,0,18.62993
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_097.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_097.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_097.jpg,0,0,0,18.48256
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_196.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_196.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_196.jpg,-0.25,0,0,17.79151
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_294.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_294.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_294.jpg,-0.004917748,0,0,18.10573
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_394.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_394.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_394.jpg,0,0,0,17.40001
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_495.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_495.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_495.jpg,0,0,0,17.74055
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_562.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_562.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_562.jpg,0,0,0,17.11004
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_629.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_629.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_629.jpg,0,0,0,17.5341
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_698.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_698.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_698.jpg,0,0,0,17.39623
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_797.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_797.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_797.jpg,-0.1,0,0,16.68855
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_897.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_897.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_897.jpg,-0.1873393,0,0,17.0192
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_47_966.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_47_966.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_47_966.jpg,0,0,0,16.37426
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_035.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_035.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_035.jpg,-0.2,0,0,16.24204
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_102.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_102.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_102.jpg,-0.1985751,0,0,16.66667
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_170.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_170.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_170.jpg,0,0,0,16.03286
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_238.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_238.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_238.jpg,-0.1,0,0,15.90169
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_307.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_307.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_307.jpg,-0.25,0,0,16.32989
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_406.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_406.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_406.jpg,-0.5000001,0,0,15.56345
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_474.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_474.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_474.jpg,-0.5981881,0,0,15.32539
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_575.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_575.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_575.jpg,-0.4991189,0,0,15.70726
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_677.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_677.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_677.jpg,-0.6012178,0,0,14.96375
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_745.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_745.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_745.jpg,-0.3917896,0,0,15.40894
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_809.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_809.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_809.jpg,-0.5417896,0,0,14.80701
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_909.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_909.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_909.jpg,-0.3061385,0,0,15.1764
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_48_975.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_48_975.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_48_975.jpg,-0.1055947,0,0,15.04262
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_49_076.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_49_076.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_49_076.jpg,0,0,0,14.36307
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_49_167.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_49_167.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_49_167.jpg,-0.15,0,0,14.2825
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_35_49_267.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_35_49_267.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_35_49_267.jpg,-0.2948105,0,0,14.58298
